run_id,method,variant,split,documents,queries,top_k,build_seconds,preprocess_seconds,total_query_seconds,avg_query_seconds,P@1,P@10,P@20,AP,nDCG@20
bm25_lemmatized_test_k1_1.2_b_0.75,bm25,lemmatized,test,99987,100,1000,4.763389375002589,2.2811346249982307,17.138464376992488,0.17138464376992488,0.51,0.23500000000000004,0.16800000000000004,0.19894017913126855,0.38129276873677065
bm25_lemmatized_test_k1_1.5_b_0.75,bm25,lemmatized,test,99987,100,1000,6.900237000001653,4.494208416999754,53.994229792988335,0.5399422979298834,0.51,0.234,0.16700000000000007,0.1989519161941629,0.38100787390544516
bm25_original_test_k1_1.2_b_0.75,bm25,original,test,99987,100,1000,9.646500958002434,3.8196327920013573,109.1438640869892,1.091438640869892,0.49,0.23500000000000004,0.17,0.19735275744214484,0.3773809095188678
bm25_original_test_k1_1.5_b_0.75,bm25,original,test,99987,100,1000,13.970332083001267,4.095352084001206,53.77275971000563,0.5377275971000564,0.49,0.23600000000000004,0.16899999999999998,0.1974569345949292,0.37763363134233713
bm25_stemmed_test_k1_1.2_b_0.75,bm25,stemmed,test,99987,100,1000,7.634998583002016,5.0744530000010855,69.35400750400004,0.6935400750400004,0.51,0.2370000000000001,0.17100000000000004,0.2021238765851222,0.38915763816312837
bm25_stemmed_test_k1_1.5_b_0.75,bm25,stemmed,test,99987,100,1000,9.985592625002027,162.11210483299874,30.88045016597971,0.3088045016597971,0.51,0.2350000000000001,0.17100000000000004,0.20203838735337296,0.38917716309893974
tfidf_lemmatized_test,tfidf,lemmatized,test,99987,100,1000,5.704734582999663,64.84574666700064,6.081627872983518,0.06081627872983517,0.46,0.212,0.15000000000000005,0.18123546106272326,0.3502504093389465
tfidf_original_test,tfidf,original,test,99987,100,1000,5.531560625000566,3.8393306250000023,5.666254585990828,0.05666254585990828,0.44,0.212,0.1505,0.17944138159498063,0.3458476145910517
tfidf_stemmed_test,tfidf,stemmed,test,99987,100,1000,8.458162999999331,162.4513342499995,23.418582532987784,0.23418582532987783,0.49,0.21400000000000008,0.15100000000000008,0.18356970693036215,0.35937956088255535
