run_id,method,variant,k1,b,preprocess_seconds,build_seconds,avg_query_seconds,P@10,AP,nDCG@20,P@1,P@20
mirage_bm25_lemmatized_k1_1.5_b_0.75,bm25,lemmatized,1.5,0.75,60.583622125006514,6.545986540993908,0.0013397908121602741,0.05940476190476513,0.36203224243478166,0.40612481647488113,0.30436507936507934,0.032546296296298356
mirage_bm25_original_k1_1.5_b_0.75,bm25,original,1.5,0.75,1.208511416989495,7.466426416998729,0.0010832894566144286,0.042579365079365564,0.2564505932613087,0.29019573660235337,0.21283068783068784,0.02330687830687895
mirage_bm25_stemmed_k1_1.5_b_0.75,bm25,stemmed,1.5,0.75,79.0803880829917,4.718187749997014,0.0007965225145444348,0.06505291005291447,0.41060958524217717,0.4555128048555068,0.34656084656084657,0.034649470899473477
mirage_tfidf_lemmatized,tfidf,lemmatized,1.5,0.75,57.965534292001394,6.212405916987336,0.0016153649704907492,0.0533465608465631,0.2747837195239777,0.332491887834004,0.19457671957671957,0.031243386243388103
mirage_tfidf_original,tfidf,original,1.5,0.75,1.0218517920002341,4.3171542920026695,0.001077515514157192,0.036216931216930495,0.18469563093456273,0.22417177686815748,0.1294973544973545,0.02089285714285733
mirage_tfidf_stemmed,tfidf,stemmed,1.5,0.75,78.0406761669874,3.980608542013215,0.0009123716046209059,0.05496031746032011,0.29394150179076356,0.34883370065583097,0.2130952380952381,0.030767195767197667
